occ_code,occ_title,emp_2024,emp_2034,pct_change,annual_openings,labor_force_exits,occupational_transfers,total_separations,g_baseline,oews_occ_title,oews_emp,oews_a_mean,oews_h_mean,oews_a_median,oews_h_median,oews_a_pct10,oews_a_pct25,oews_a_pct75,oews_a_pct90,oews_oews_year
25-2059,"        Special education teachers, all other",41.0,41.5,1.1,2.9,1.4,1.4,6.9,0.0012128709870569132,"Special Education Teachers, All Other",39350.0,74180.0,,67430.0,,43220.0,53470.0,87890.0,109360.0,2024
25-3000,    Other teachers and instructors,1337.7,1357.1,1.4,171.4,85.9,83.6,12.6,0.0014408719384890745,Other Teachers and Instructors,1125750.0,51270.0,24.65,44220.0,21.26,28070.0,34010.0,59860.0,81070.0,2024
25-3011,"      Adult basic education, adult secondary education, and english as a second language instructors",40.9,35.3,-13.7,3.9,2.2,2.2,11.7,-0.014616831511761186,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36260.0,64660.0,31.09,59950.0,28.82,39750.0,47950.0,76580.0,95750.0,2024
25-3021,      Self-enrichment teachers,417.5,433.0,3.7,51.4,24.9,24.9,11.7,0.0036519706249096284,Self-Enrichment Teachers,308520.0,53330.0,25.64,45590.0,21.92,28980.0,35410.0,62180.0,90780.0,2024
25-3031,"      Substitute teachers, short-term",510.1,518.5,1.6,61.1,30.2,30.1,11.7,0.0016346588746751767,"Substitute Teachers, Short-Term",481300.0,44930.0,21.6,38470.0,18.5,26240.0,31310.0,51930.0,63460.0,2024
25-3041,      Tutors,215.5,216.8,0.6,37.1,19.5,17.4,17.1,0.0006016169010658601,Tutors,174660.0,47780.0,22.97,40090.0,19.27,28430.0,33410.0,55380.0,78810.0,2024
25-3099,"      Teachers and instructors, all other",153.8,153.5,-0.1,18.0,9.0,9.0,11.7,-0.00019522994458276433,"Teachers and Instructors, All Other",125010.0,71610.0,,64690.0,,33280.0,46700.0,93180.0,116690.0,2024
25-4000,"    Librarians, curators, and archivists",260.8,260.1,-0.3,31.2,16.9,14.4,12.0,-0.00026872964550783696,"Librarians, Curators, and Archivists",238010.0,60220.0,28.95,57100.0,27.45,31600.0,40410.0,74800.0,96030.0,2024
25-4010,"      Archivists, curators, and museum technicians",40.2,42.4,5.6,4.8,2.3,2.3,11.0,0.00534235642516534,"Archivists, Curators, and Museum Technicians",32400.0,62900.0,30.24,57100.0,27.45,34840.0,43000.0,76040.0,98490.0,2024
25-4011,        Archivists,9.3,9.7,3.8,1.1,0.5,0.5,11.0,0.00422002788071052,Archivists,7050.0,67620.0,32.51,61570.0,29.6,39330.0,47890.0,79850.0,104780.0,2024
25-4012,        Curators,15.1,16.2,7.0,1.8,0.9,0.9,11.0,0.007056429939100273,Curators,12280.0,70060.0,33.68,61770.0,29.7,37110.0,47270.0,81350.0,105520.0,2024
25-4013,        Museum technicians and conservators,15.7,16.5,5.4,1.9,0.9,0.9,11.0,0.0049823376261146635,Museum Technicians and Conservators,13070.0,53630.0,25.78,47460.0,22.82,30720.0,37460.0,62990.0,82790.0,2024
25-4022,      Librarians and media collections specialists,142.1,144.5,1.7,13.5,7.6,5.7,9.2,0.0016762505849408083,Librarians and Media Collections Specialists,131830.0,69180.0,33.26,64320.0,30.92,38920.0,50920.0,80640.0,100880.0,2024
25-4031,      Library technicians,78.6,73.2,-6.8,13.0,7.0,6.5,17.8,-0.007092357524168591,Library Technicians,73770.0,43050.0,20.7,39970.0,19.22,27890.0,33510.0,49740.0,60960.0,2024
25-9000,    Other educational instruction and library occupations,1993.3,1982.9,-0.5,230.4,111.2,120.2,11.6,-0.0005229769122729877,Other Educational Instruction and Library Occupations,1866060.0,42980.0,,36690.0,,24960.0,30140.0,47800.0,69330.0,2024
25-9021,      Farm and home management educators,12.4,12.1,-2.5,1.1,0.6,0.5,9.2,-0.0024461053973526825,Farm and Home Management Educators,10260.0,60470.0,29.07,58120.0,27.94,36780.0,46010.0,69110.0,85230.0,2024
25-9031,      Instructional coordinators,232.6,235.5,1.3,21.9,11.5,10.1,9.2,0.001239835298276315,Instructional Coordinators,210850.0,77600.0,37.31,74720.0,35.92,46560.0,59120.0,94780.0,115410.0,2024
25-9040,      Teaching assistants,1616.3,1601.3,-0.9,195.0,92.6,103.9,12.2,-0.000931944178764299,Teaching Assistants,1530310.0,37140.0,,35550.0,,23900.0,29330.0,43850.0,50180.0,2024
25-9044,"        Teaching assistants, postsecondary",193.6,199.6,3.1,24.6,11.3,12.7,12.2,0.0030567813606403593,"Teaching Assistants, Postsecondary",155010.0,47560.0,,44930.0,,28020.0,32640.0,60410.0,73560.0,2024
25-9045,"        Teaching assistants, except postsecondary",1422.8,1401.7,-1.5,170.4,81.3,91.2,12.2,-0.0014929819324767113,"Teaching Assistants, Except Postsecondary",1375300.0,35960.0,,35240.0,,23710.0,29120.0,40400.0,48140.0,2024
25-9099,"      Educational instruction and library workers, all other",132.0,134.0,1.5,12.5,6.5,5.7,9.2,0.0015049189922173856,"Educational Instruction and Library Workers, All Other",114640.0,55700.0,26.78,48400.0,23.27,24160.0,33280.0,68800.0,95310.0,2024
27-0000,"  Arts, design, entertainment, sports, and media occupations",3021.1,3104.6,2.8,289.4,120.4,160.6,9.2,0.002730107888610833,"Arts, Design, Entertainment, Sports, and Media Occupations",2098690.0,77040.0,37.04,60140.0,28.91,32540.0,41290.0,88370.0,129110.0,2024
27-1000,    Art and design workers,950.3,971.8,2.3,84.9,35.7,47.0,8.6,0.0022397342413276178,Art and Design Workers,681550.0,67730.0,32.56,53180.0,25.57,32030.0,37950.0,79040.0,117530.0,2024
27-1010,      Artists and related workers,244.2,250.8,2.7,21.7,10.2,10.8,8.5,0.002670383848392799,Artists and Related Workers,93390.0,110770.0,53.25,99060.0,47.63,44670.0,64880.0,139330.0,186820.0,2024
27-1011,        Art directors,135.0,140.7,4.2,12.3,5.7,6.0,8.5,0.004144081625263363,Art Directors,50370.0,128100.0,61.59,111040.0,53.38,61060.0,80130.0,160460.0,211410.0,2024
27-1012,        Craft artists,11.6,11.9,2.1,1.0,0.5,0.5,8.5,0.0025565927242487962,Craft Artists,4370.0,45340.0,21.8,38480.0,18.5,22620.0,31350.0,52070.0,65850.0,2024
27-1013,"        Fine artists, including painters, sculptors, and illustrators",26.5,26.2,-1.2,2.2,1.1,1.2,8.5,-0.0011378843406031347,"Fine Artists, Including Painters, Sculptors, and Illustrators",10000.0,76450.0,36.76,60560.0,29.12,26420.0,39740.0,89630.0,140660.0,2024
27-1014,        Special effects artists and animators,57.1,58.0,1.6,5.0,2.4,2.5,8.5,0.0015651129011848841,Special Effects Artists and Animators,21280.0,110110.0,52.94,99800.0,47.98,57220.0,73030.0,135600.0,174630.0,2024
27-1019,"        Artists and related workers, all other",13.9,14.0,0.8,1.2,0.6,0.6,8.5,0.0007171059454740281,"Artists and Related Workers, All Other",7370.0,79490.0,38.22,72760.0,34.98,33720.0,44760.0,112420.0,133180.0,2024
27-1020,      Designers,706.1,721.0,2.1,63.2,25.5,36.2,8.6,0.002090408540068367,Designers,588160.0,60890.0,29.28,49020.0,23.57,31550.0,37110.0,73080.0,99390.0,2024
27-1021,        Commercial and industrial designers,30.6,31.6,3.2,2.5,0.9,1.5,7.7,0.003220887109224968,Commercial and Industrial Designers,30250.0,88000.0,42.31,79450.0,38.2,49390.0,62040.0,103170.0,134840.0,2024
27-1022,        Fashion designers,25.7,26.2,2.0,2.3,0.9,1.4,8.7,0.0019286994392941903,Fashion Designers,20910.0,122430.0,58.86,80690.0,38.79,35970.0,53730.0,107990.0,169620.0,2024
27-1023,        Floral designers,43.8,41.2,-5.9,5.1,2.9,2.5,12.6,-0.006100869756057725,Floral Designers,40160.0,37700.0,18.13,36120.0,17.37,27260.0,30200.0,43420.0,48690.0,2024
27-1024,        Graphic designers,265.9,271.5,2.1,20.0,6.5,13.0,7.2,0.0020863575338834206,Graphic Designers,214260.0,68610.0,32.98,61300.0,29.47,37600.0,47200.0,79000.0,103030.0,2024
27-1025,        Interior designers,87.1,89.9,3.2,7.8,3.5,4.0,8.4,0.0031691168283356497,Interior Designers,69580.0,71430.0,34.34,63490.0,30.52,38480.0,49770.0,80830.0,106090.0,2024
27-1026,        Merchandise displayers and window trimmers,193.0,199.3,3.2,20.8,9.2,11.0,10.3,0.003217268164876108,Merchandise Displayers and Window Trimmers,192480.0,40540.0,19.49,37350.0,17.96,30050.0,33580.0,44750.0,53800.0,2024
27-1027,        Set and exhibit designers,31.3,32.0,2.3,2.5,0.9,1.5,7.6,0.0022142283162340792,Set and Exhibit Designers,10850.0,78450.0,37.71,66280.0,31.87,35990.0,48920.0,100020.0,129420.0,2024
27-1029,"        Designers, all other",28.6,29.2,2.0,2.2,0.8,1.4,7.6,0.0020783559386736705,"Designers, All Other",9680.0,78000.0,37.5,66220.0,31.84,36530.0,46850.0,95330.0,131950.0,2024
27-2000,"    Entertainers and performers, sports and related workers",854.1,889.4,4.1,99.7,44.0,52.2,11.0,0.004058091356399229,"Entertainers and Performers, Sports and Related Workers",550830.0,85710.0,41.21,54870.0,26.38,29390.0,37510.0,91210.0,156550.0,2024
27-2010,"      Actors, producers, and directors",223.9,232.4,3.8,19.1,6.3,12.0,8.0,0.003733000491892957,"Actors, Producers, and Directors",184070.0,109660.0,52.72,78000.0,37.5,36650.0,49920.0,128380.0,199460.0,2024
27-2011,        Actors,57.0,57.1,0.3,6.3,2.6,3.7,11.0,0.00017530024603407135,Actors,38800.0,,44.4,,23.33,,,,,2024
27-2012,        Producers and directors,167.0,175.2,4.9,12.8,3.7,8.3,7.0,0.004804943504325587,Producers and Directors,145270.0,114280.0,54.94,83480.0,40.13,43060.0,59810.0,131160.0,198530.0,2024
27-2020,"      Athletes, coaches, umpires, and related workers",344.9,366.6,6.3,48.5,22.0,24.3,13.0,0.006120334724412757,"Athletes, Coaches, Umpires, and Related Workers",280390.0,68880.0,,45920.0,,27230.0,33780.0,62490.0,98200.0,2024
27-2021,        Athletes and sports competitors,19.1,20.2,5.5,2.1,0.5,1.6,10.3,0.0056151330278151335,Athletes and Sports Competitors,14370.0,259750.0,,62360.0,,24960.0,36750.0,130770.0,,2024
27-2022,        Coaches and scouts,306.5,326.0,6.4,41.8,18.9,20.9,12.6,0.006187023649486312,Coaches and Scouts,250940.0,58910.0,,45920.0,,27490.0,33960.0,61930.0,93980.0,2024
27-2023,"        Umpires, referees, and other sports officials",19.3,20.4,5.7,4.6,2.6,1.8,22.6,0.005558371234028359,"Umpires, Referees, and Other Sports Officials",15080.0,52800.0,,38820.0,,25070.0,30920.0,53560.0,93180.0,2024
27-2030,      Dancers and choreographers,17.0,17.8,4.9,2.5,1.0,1.4,13.8,0.004609100702952285,Dancers and Choreographers,12490.0,62740.0,30.16,51020.0,24.53,29850.0,35790.0,77700.0,106740.0,2024
27-2031,        Dancers,12.3,12.9,4.5,1.8,0.7,1.0,13.8,0.004774165082463533,Dancers,9060.0,,30.3,,23.97,,,,,2024
27-2032,        Choreographers,4.6,4.9,6.1,0.7,0.3,0.4,13.8,0.006337890127213086,Choreographers,3430.0,62020.0,29.82,55600.0,26.73,33080.0,39600.0,71190.0,94090.0,2024
27-2040,"      Musicians, singers, and related workers",217.1,218.8,0.8,23.7,12.4,11.2,10.8,0.0007803036449709477,"Musicians, Singers, and Related Workers",50680.0,,51.57,,38.76,,,,,2024
27-2041,        Music directors and composers,47.3,47.2,-0.3,4.3,1.9,2.4,9.1,-0.00021161789641133133,Music Directors and Composers,12330.0,84230.0,40.5,63670.0,30.61,34990.0,47330.0,96590.0,157010.0,2024
27-2042,        Musicians and singers,169.8,171.6,1.1,19.4,10.5,8.7,11.3,0.0010550474891064532,Musicians and Singers,38350.0,,55.13,,42.45,,,,,2024
27-2090,"      Miscellaneous entertainers and performers, sports and related workers",51.2,53.9,5.3,5.8,2.3,3.3,10.6,0.005152322383460639,"Miscellaneous Entertainers and Performers, Sports and Related Workers",23210.0,,30.98,,20.99,,,,,2024
27-2091,"        Disc jockeys, except radio",15.4,16.0,3.8,1.5,0.6,0.8,9.0,0.0038294349024465824,"Disc Jockeys, Except Radio",8170.0,,33.25,,20.59,,,,,2024
27-2099,"        Entertainers and performers, sports and related workers, all other",35.8,38.0,6.0,4.4,1.7,2.4,11.3,0.00598164565159065,"Entertainers and Performers, Sports and Related Workers, All Other",15040.0,,29.74,,20.99,,,,,2024
27-3000,    Media and communication workers,824.3,844.4,2.4,73.4,30.2,41.2,8.6,0.0024120818654651544,Media and Communication Workers,634400.0,83030.0,39.92,70300.0,33.8,37830.0,50090.0,98130.0,130600.0,2024
27-3011,      Broadcast announcers and radio disc jockeys,24.1,22.8,-5.5,2.3,1.1,1.3,10.5,-0.005529784595777909,Broadcast Announcers and Radio Disc Jockeys,23880.0,80110.0,38.52,45680.0,21.96,26000.0,33280.0,72080.0,131780.0,2024
27-3023,"      News analysts, reporters, and journalists",49.3,47.4,-3.9,4.1,2.0,2.4,9.0,-0.003922472164678226,"News Analysts, Reporters, and Journalists",41550.0,106030.0,50.98,60280.0,28.98,34590.0,40420.0,97460.0,162430.0,2024
27-3031,      Public relations specialists,315.9,331.0,4.8,27.6,9.0,17.1,8.1,0.004680184769349394,Public Relations Specialists,280590.0,80310.0,38.61,69780.0,33.55,40750.0,51970.0,95940.0,129480.0,2024
27-3040,      Writers and editors,307.6,313.7,2.0,27.7,12.5,14.6,8.7,0.001965617053956148,Writers and Editors,198810.0,87570.0,42.1,78100.0,37.55,41320.0,57400.0,101120.0,135160.0,2024
27-3041,        Editors,115.8,116.5,0.6,9.8,4.1,5.6,8.4,0.0006028524292129855,Editors,95480.0,85700.0,41.2,75260.0,36.18,36200.0,50210.0,101210.0,140840.0,2024
27-3042,        Technical writers,56.4,56.9,0.9,4.5,1.8,2.6,7.8,0.0008830078849468848,Technical Writers,55530.0,92330.0,44.39,91670.0,44.07,54400.0,68640.0,102740.0,130430.0,2024
27-3043,        Writers and authors,135.4,140.3,3.6,13.4,6.5,6.4,9.4,0.0035612890372451744,Writers and Authors,47800.0,85780.0,41.24,72270.0,34.75,41080.0,52890.0,98320.0,133680.0,2024
27-3090,      Miscellaneous media and communication workers,127.4,129.5,1.7,11.6,5.6,5.8,8.9,0.001636251000356248,Miscellaneous Media and Communication Workers,89580.0,71560.0,34.4,62500.0,30.05,36610.0,46950.0,87500.0,114990.0,2024
27-3091,        Interpreters and translators,75.3,76.6,1.7,6.9,3.8,3.0,9.0,0.0017131599787825191,Interpreters and Translators,53360.0,64950.0,31.22,59440.0,28.58,35630.0,45020.0,80020.0,99830.0,2024
27-3092,        Court reporters and simultaneous captioners,17.7,17.7,-0.3,1.7,0.9,0.8,9.5,0.0,Court Reporters and Simultaneous Captioners,12630.0,74630.0,35.88,67310.0,32.36,39100.0,50210.0,92710.0,127020.0,2024
27-3099,"        Media and communication workers, all other",34.3,35.3,2.7,3.0,1.0,2.0,8.4,0.0028778941861482554,"Media and Communication Workers, All Other",23590.0,84870.0,40.81,71770.0,34.51,38530.0,52690.0,99520.0,148070.0,2024
27-4000,    Media and communication equipment workers,392.3,398.9,1.7,31.4,10.5,20.2,7.8,0.0016697831074563574,Media and Communication Equipment Workers,231910.0,67410.0,32.41,56480.0,27.15,33160.0,40500.0,81380.0,117490.0,2024
27-4010,"      Broadcast, sound, and lighting technicians",146.1,147.7,1.0,11.1,3.4,7.6,7.5,0.0010897804577278958,"Broadcast, Sound, and Lighting Technicians",114340.0,64710.0,31.11,56600.0,27.21,33980.0,43250.0,77630.0,104610.0,2024
27-4011,        Audio and video technicians,92.3,95.4,3.3,7.3,2.2,4.8,7.5,0.0033089060779007973,Audio and Video Technicians,70080.0,61370.0,29.51,54830.0,26.36,35290.0,43860.0,73590.0,98190.0,2024
27-4012,        Broadcast technicians,24.8,24.2,-2.8,1.8,0.6,1.3,7.5,-0.0024461053973526825,Broadcast Technicians,21080.0,64220.0,30.87,53920.0,25.92,29190.0,36900.0,80390.0,115400.0,2024
27-4014,        Sound engineering technicians,16.9,16.6,-1.7,1.2,0.4,0.9,7.5,-0.0017894896074134303,Sound Engineering Technicians,13050.0,79280.0,38.12,66430.0,31.94,36600.0,47680.0,99950.0,134980.0,2024
27-4015,        Lighting technicians,12.1,11.5,-4.6,0.8,0.3,0.6,7.5,-0.005072930727365588,Lighting Technicians,10130.0,70000.0,33.65,60560.0,29.11,36340.0,47100.0,83340.0,117690.0,2024
27-4021,      Photographers,151.2,154.0,1.8,12.7,4.9,7.5,8.1,0.001836598351406149,Photographers,51230.0,55650.0,26.76,42520.0,20.44,29610.0,34790.0,62370.0,94760.0,2024
27-4030,"      Television, video, and film camera operators and editors",79.9,82.1,2.7,6.4,1.8,4.4,7.7,0.002719908626529488,"Television, Video, and Film Camera Operators and Editors",53330.0,81850.0,39.35,70570.0,33.93,37600.0,49420.0,102310.0,134840.0,2024
27-4031,"        Camera operators, television, video, and film",36.4,36.9,1.2,2.9,0.8,2.0,7.7,0.0013652086904740734,"Camera Operators, Television, Video, and Film",24460.0,79870.0,38.4,68810.0,33.08,36240.0,48060.0,102400.0,131420.0,2024
27-4032,        Film and video editors,43.5,45.2,4.0,3.6,1.0,2.4,7.7,0.0038409725750496726,Film and Video Editors,28860.0,83530.0,40.16,70980.0,34.12,39170.0,50230.0,101570.0,145900.0,2024
27-4099,"      Media and communication equipment workers, all other",15.1,15.2,0.6,1.1,0.4,0.8,7.5,0.0006602862962223899,"Media and Communication Equipment Workers, All Other",13020.0,78350.0,37.67,67190.0,32.3,35670.0,48490.0,102650.0,133650.0,2024
29-0000,  Healthcare practitioners and technical occupations,10067.5,10794.4,7.2,634.9,299.5,262.7,5.4,0.006995864262183016,Healthcare Practitioners and Technical Occupations,9592690.0,105220.0,50.59,83090.0,39.95,43940.0,61680.0,118400.0,169250.0,2024
29-1000,    Healthcare diagnosing or treating practitioners,6715.1,7241.6,7.8,363.3,182.4,128.2,4.5,0.007576906032034092,Healthcare Diagnosing or Treating Practitioners,6338160.0,128550.0,61.8,101370.0,48.74,66160.0,80170.0,134700.0,212870.0,2024
29-1011,      Chiropractors,57.2,62.6,9.5,2.8,1.8,0.4,3.7,0.00906195107173624,Chiropractors,37630.0,91830.0,44.15,79000.0,37.98,44780.0,59320.0,104000.0,149990.0,2024
29-1020,      Dentists,149.3,155.2,4.0,4.5,3.3,0.6,2.6,0.003883210520310598,Dentists,130620.0,207750.0,99.88,179210.0,86.16,84740.0,127660.0,,,2024
29-1021,"        Dentists, general",129.8,135.2,4.1,3.9,2.9,0.5,2.6,0.004084354266455481,"Dentists, General",113490.0,196100.0,94.28,172790.0,83.07,83860.0,126090.0,220380.0,,2024
29-1022,        Oral and maxillofacial surgeons,6.1,6.4,4.1,0.2,0.1,0.0,2.6,0.004812464809049732,Oral and Maxillofacial Surgeons,5330.0,360240.0,173.19,,,82960.0,236780.0,,,2024
29-1023,        Orthodontists,5.9,6.2,4.4,0.2,0.1,0.0,2.6,0.004972013755586424,Orthodontists,5150.0,254620.0,122.41,,,98560.0,137320.0,,,2024
29-1024,        Prosthodontists,0.9,0.9,4.5,0.0,0.0,0.0,2.6,0.0,Prosthodontists,760.0,258660.0,124.36,,,97370.0,232000.0,,,2024
29-1029,"        Dentists, all other specialists",6.6,6.6,0.3,0.2,0.1,0.0,2.6,0.0,"Dentists, All Other Specialists",5900.0,246530.0,118.52,225770.0,108.54,75360.0,172780.0,,,2024
29-1031,      Dietitians and nutritionists,90.9,95.9,5.5,6.2,3.1,2.6,6.1,0.005368959552724206,Dietitians and Nutritionists,76570.0,74770.0,35.95,73850.0,35.5,48830.0,61260.0,85200.0,101760.0,2024
29-1041,      Optometrists,47.8,51.6,8.0,2.4,1.8,0.2,4.0,0.007678936261799274,Optometrists,41890.0,140940.0,67.76,134830.0,64.82,70060.0,103310.0,163710.0,203210.0,2024
29-1051,      Pharmacists,335.1,350.5,4.6,14.2,8.1,4.5,3.7,0.004503280602194293,Pharmacists,328870.0,137210.0,65.97,137480.0,66.1,86930.0,127250.0,158620.0,172040.0,2024
29-1071,      Physician assistants,162.7,195.8,20.4,12.0,3.6,5.1,4.9,0.018691103704503886,Physician Assistants,155540.0,136900.0,65.82,133260.0,64.07,95240.0,113770.0,160160.0,182200.0,2024
29-1081,      Podiatrists,9.7,9.9,1.8,0.3,0.2,0.0,2.8,0.0020429711908409587,Podiatrists,9520.0,163960.0,78.83,152800.0,73.46,57500.0,91130.0,217960.0,,2024
29-1120,      Therapists,869.4,975.3,12.2,53.5,22.6,20.3,4.6,0.011560491649752702,Therapists,777300.0,95220.0,45.78,95010.0,45.68,61810.0,77190.0,108640.0,130070.0,2024
29-1122,        Occupational therapists,160.0,182.1,13.8,10.2,3.8,4.2,4.7,0.013022278022878808,Occupational Therapists,152280.0,98240.0,47.23,98340.0,47.28,67090.0,80490.0,110460.0,129830.0,2024
